data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5316902,706,SOM24873,24873,"25 January 2018",2018,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,2,"Local Source",Local,"Al Shabaab militants amputated the right arms of two men accused of theft at Kunya-Barow village vicinity in Barawe district. The two men were convicted for breaking into a shop and stealing 17,670,000 Somali shilling (USD 883). Hundreds of locals gathered to witness the incident.",0,1561469287,SOM
4667030,706,SOM24867,24867,"25 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,Bay,Baydhaba,,Aawdiinle,3.1706,43.4099,1,"Somali Memo",Subnational,"Reports coming in from Awdiinle area, which is located about 30 kilometres from Baidoa town, say that a pickup truck in a convoy belonging to the Ethiopian troops was destroyed when it hit a landmine. The convoy was travelling from Awdiinle to Bardale District. A reporter in Bay Region has confirmed that the vehicle was completely destroyed and an unknown number of Ethiopian soldiers aboard were either killed or injured. A similar attack took place in the area the previous day.",10,1552576718,SOM
4667032,706,SOM24866,24866,"25 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Radio Kulmiye",Subnational,"A landmine exploded in Digfer neighbourhood in Mogadishu's Hodan district, injuring a civilian and killing livestock kept nearby. Perpatrators not named by the source.",1,1552576718,SOM
5316899,706,SOM24865,24865,"25 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Somalia (2017-)",,1,"Unidentified Armed Group (Somalia)",,3,13,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Local Source",Local,"25/01, 0726L, Hodan: A roadside IED results in the death of an SNA colonel. Perpetrators not known.",1,1561469287,SOM
5316891,706,SOM24855,24855,"24 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Unidentified Armed Group (Somalia)",,3,13,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Local Source",Local,"Unidentified men hurled a hand grenade against SNA force manning the Horseed check point at Hawa-Taako village neighbourhood in Beletweyne town. SNA soldiers at the checkpoint responded with gunfire after the explosion. There were no reports of casualties. The perpetrators managed to escape from the scene and there were no reports of arrests.",0,1561469287,SOM
4667325,706,SOM24858,24858,"24 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)","AMISOM: African Union Mission in Somalia (2007-)",1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Bulo Burto",3.8519,45.5651,1,Xinhua,International,"Somali security forces backed by Africa Union troops killed three Al-Shabaab militants and injured several others during a heavy fighting in Bula-burte town in Hiiraan region.",3,1552576718,SOM
5316889,706,SOM24853,24853,"24 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,1,"Local Source",Local,"A hand grenade was hurled at SNAF soldiers on foot patrol at Bat Osma'il checkpoint vicinity in Afgoye district. The soldiers responded with gunfire at the general suspected direction of the attack. There were no reports of casualties. Al Shabaab claimed responsibility for the attack.",0,1561469287,SOM
4667334,706,SOM24861,24861,"24 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,2,"Somali Memo",Subnational,"An al Shabaab landmine targeted and hit an Ethiopian convoy outside of Baidoa. Casualities not known.",0,1552576718,SOM
5316896,706,SOM24860,24860,"24 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Yaaqshiid,2.0678,45.35,1,"Local Source",Local,"24/01, 1800L, Yaqshiid: A roadside IED targeting a security force vehicle explodes, injuring two children.",0,1561469287,SOM
5316892,706,SOM24856,24856,"24 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Unidentified Armed Group (Somalia)",,3,13,"Eastern Africa",Somalia,Banadir,Banadir,,Heliwa,2.0844,45.39,1,"Local Source",Local,"An RCIED, targeting an SNA convoy exploded at Ex. Control area in Heliwa district. One SNA battlewagon was destroyed. SNA shot towards suspected directions of the attack and subsequently cordoned off the area. There were no reports of fatalities.",0,1561469287,SOM
5316893,706,SOM24857,24857,"24 January 2018",2018,1,Battles,"Armed clash","AMISOM: African Union Mission in Somalia (2007-)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,2,"Local Source",Local,"AMISOM and suspected al Shabaab fighters clashed at KM60 village (c. 30 km west of Afgoye). The attack was initiated using RPGs followed by heavy exchange of gunfire which lasted for about 30 minutes after which al Shabaab were repelled. Casualties could not be established at the time of reporting.",0,1561469287,SOM
5316890,706,SOM24854,24854,"24 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Golweyn,1.6584,44.58,1,"Local Source",Local,"24/01, AM Gol Weyne, Marka: Al Shabaab attacks an SNA position. Outcome not known.",0,1561469287,SOM
5316894,706,SOM24859,24859,"24 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,Bay,Baydhaba,,Berdale,3.2144,43.198,1,"Local Source",Local,"24/01, AM, Berdale: IED strike against ENDF. Result of the strike not known.",0,1561469287,SOM
5316888,706,SOM24852,24852,"24 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) Puntland Police Force",,1,"Military Forces of Somalia (2017-) Puntland Police Force",,1,11,"Eastern Africa",Somalia,Mudug,Galdogob,,Galdogob,7.012,47.06,2,"Local Source",Local,"Chief of police in Galdogob district was shot and killed after four police officers shot at his vehicle near Bursalah town (c. 30 North of Galdogob). The reason behind the killing was unknown. Suspects were arrested for further investigation.",1,1561469287,SOM
5316879,706,SOM24844,24844,"23 January 2018",2018,1,Battles,"Government regains territory","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balcad,2.39,45.3833,2,"Local Source",Local,"23rd January, Balcad, Middle Shabelle: The Somali National Army (SNA) are today carrying out further offensive operation on settlements between Jowhar and Balcad. A number of villages were cleared. Casualities not known.",0,1561469287,SOM
5316880,706,SOM24845,24845,"23 January 2018",2018,1,Battles,"Armed clash","AMISOM: African Union Mission in Somalia (2007-)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,"Ceel Waregow",1.8087,44.7994,1,"Local Source",Local,"An RCIED, targeting an AMISOM convoy moving from Afgoye to Shalamboot, exploded at Ceel Waregow village (c. 12 km north east of Merka town) in Merka district. One AMISOM truck was damaged. AMISOM reacted with gunfire towards suspected directions of the attack. Casualties could not be established at the time of reporting. Al Shabaab claimed responsibility for this attack.",0,1561469287,SOM
5316884,706,SOM24849,24849,"23 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","AMISOM: African Union Mission in Somalia (2007-)",,8,"Unidentified Armed Group (Somalia)",,3,38,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Shalaambood,1.7087,44.6961,1,"Local Source",Local,"23rd January, AM, IVO Shalaambood, Marka, Lower Shabelle: Unconfirmed local reporting has stated an African Mission in Somalia (AMISOM) convoy vehicle has been struck by an Improvised Explosive Device (IED). One death reported. Perpetrators not known.",1,1561469287,SOM
5316881,706,SOM24846,24846,"23 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Siinka Dheer",2.0721,45.2231,1,"Local Source",Local,"23rd January, 1430L, Siinka Dheere, Banadir: A road side IED has targeted an SNA vehicle. Unconfirmed reports have claimed that the IED has resulted in two to five SNA soldiers KIA. Al Shabaab later claimed responsibility for the attack.",2,1561469287,SOM
5316882,706,SOM24847,24847,"23 January 2018",2018,1,"Explosions/Remote violence","Shelling/artillery/missile attack","AMISOM: African Union Mission in Somalia (2007-)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Bulo Burto",3.8519,45.5651,2,"Local Source",Local,"Al Shabaab fighters fired at an AMISOM base located west of Buloburte district (c. 115 km south of Beletweyne) using PKMs. AMISOM responded with heavy weapon fire. There were no reports of casualties. The security situation was reported to be relatively calm after the incident.",0,1561469287,SOM
5316883,706,SOM24848,24848,"23 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","AMISOM: African Union Mission in Somalia (2007-) (Uganda)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,"Buulo Nagaad",1.8494,44.8461,1,"Local Source",Local,"An RCIED, targeting a UPDF convoy moving from Ceel-Jaale to MIA, exploded at Buulo Nagaad vicinity in Merka district. The explosion occurred at the fuel tank of a vehicle severely damaging it and killing the driver. Al Shabaab claimed responsibility of the attack.",1,1561469287,SOM
5316887,706,SOM24851,24851,"23 January 2018",2018,1,"Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Eastern Africa",Somalia,Banadir,Banadir,,Dharkenley,2.0095,45.25,1,"Local Source",Local,"Armed al Shabaab attackers shot and killed a government staff who worked for Villa Somalia in front of his shop at Suuq Bocle vicinity in Dharkenley district. The victim came out from his shop and sat with his wife when he was attacked by three assailants. His wife was injured by the attackers. Government soldiers conducted a security search operation but there were no reports of arrests. The perpetrators managed to escape. Al Shabaab militants claimed responsibility of the attack.",1,1561469287,SOM
5316959,706,SOM24929,24929,"23 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Government of Somalia (2017-)","Military Forces of Somalia (2017-)",1,12,"Eastern Africa",Somalia,Banadir,Banadir,,Daynile,2.0581,45.3003,1,"Local Source",Other-local,"IED targets convoy of Abdi Hassan Biya Qute, former Mayor of Ceel Buur. Possibly five soldiers killed.",5,1561469287,SOM
5316956,706,SOM24926,24926,"22 January 2018",2018,1,Battles,"Armed clash","AMISOM: African Union Mission in Somalia (2007-) (Djibouti)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Bulo Burto",3.8519,45.5651,1,"Local Source",Other-local,"Al Shabaab fighters attack Djiboutian base in Buulo Burto. Assailants repelled, three militants killed.",3,1561469287,SOM
5316957,706,SOM24927,24927,"22 January 2018",2018,1,Battles,"Armed clash","Habar Jeclo-Bicido Sub-Clan Militia (Somalia)",,4,"Habar Yoonis-Sacad Yoonis Sub-Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Sanaag,Ceerigaabo,,Dararweyne,9.7567,47.5277,1,"Local Source",Other-local,"Clashes between rival clans leave 17 people killed.",17,1561469287,SOM
5316958,706,SOM24928,24928,"22 January 2018",2018,1,Battles,"Armed clash","Abgal-Mohamed Muse Sub-Clan Militia (Somalia)",,4,"Abgal-Mohamed Muse Sub-Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7809,45.4968,1,"Local Source",Other-local,"Two groups of Mohamed Muse/Abgal militias clash in Buulo Fermo neighbourhood, IVO Khat Market. One civilian killed, two injured. Motivated by farming land dispute.",1,1561469287,SOM
5316874,706,SOM24839,24839,"22 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) National Intelligence and Security Agency","Police Forces of Somalia (2017-)",1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Bay,Baydhaba,,Kurta,3.5796,43.3553,2,"Local Source",Local,"SWSPF and NISA conducted a security operation where they clashed with al Shabaab fighters near Kurto village (c. 50 km north west of Baidoa on the road to Qansaxdheere). There was an exchange of gunfire. One SWSPF soldier was killed and two others were wounded. Two al Shabaab fighters were killed. SWSPF and NISA forces returned Baidoa.",3,1561469287,SOM
5316872,706,SOM24837,24837,"22 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,Karaan,2.0652,45.39,1,"Local Source",Local,"22nd January, 1300L, Karaan, Mogadishu: Infighting reported between SNA in the village of Halima Hiti on the outskirt of the Karran district. Two civilians have been reported KIA in crossfire.",2,1561469287,SOM
5316873,706,SOM24838,24838,"22 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Bay,Baydhaba,,Berdale,3.2144,43.198,2,"Local Source",Local,"22nd January, Berdale, Bay: An al Shabaab ambush against Interim Southwest State Administration (ISWA) forces, results in one soldier KIA and one wounded. Outcomes of the operations not known.",1,1561469287,SOM
5126319,706,SOM24840,24840,"22 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) Puntland Security Force",,1,"Military Forces of Somaliland (2010-)",,1,11,"Eastern Africa",Somalia,Sool,"Laas Caanood",,"Tuko Raq",8.5673,47.6438,1,"Shabelle Media Network",Subnational,"Fighting between Somaliland and Puntland forces in Tuko Raq. Sources in the area said some people have either been killed or injured, but the actual number of casualties is still unknown.",10,1555346746,SOM
5316878,706,SOM24843,24843,"22 January 2018",2018,1,"Violence against civilians",Attack,"Hawadle Clan Militia (Somalia)",,4,"Civilians (Somalia)","Jareer-Weyne Sub-Clan Group (Somalia)",7,47,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Local Source",Local,"Hawadle clan militias shot at a family belonging to Jareerweyne sub clan of Shabelle at Buulo Xuubey village neighbourhood in Beletweyne town (c. 04 km north of Beletweyne town). One female died and two others family members were injured. The motive was related to farm disputes. The leader of Hawadle clan sent some intellectuals from Hawadle clan to calm tensions and arrested the perpetrators. The security situation of the area was tense.",1,1561469287,SOM
5316876,706,SOM24841,24841,"22 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Bari,Bossaso,,Bosaso,11.2842,49.1816,1,"Local Source",Local,"A man was stabbed and wounded by an unknown assailant in Gaaca area of Bossaso. The injured was rushed to Bossaso General Hospital. The motive of the incident was not clear. Police were reported to be investigating.",0,1561469287,SOM
5316955,706,SOM24925,24925,"22 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) Puntland Police Force",,1,"Unidentified Armed Group (Somalia)",,3,13,"Eastern Africa",Somalia,Bari,Bossaso,,Bosaso,11.2842,49.1816,1,"Local Source",Other-local,"Police clash with unidentified assailants after an assassination attempt on a police commander. One civilian injured.",0,1561469287,SOM
5316877,706,SOM24842,24842,"22 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Government of Somalia (2017-) Puntland State",7,37,"Eastern Africa",Somalia,Bari,Iskushuban,,Gumbax,10.8849,51.1123,1,"Local Source",Local,"The Mayor of Gardafuul region/Aluula was shot and wounded by an armed assailant at Gunbax area (c. 80 km west of Aluula). The incident was triggered by an administrative dispute.",0,1561469287,SOM
4668225,706,SOM24829,24829,"21 January 2018",2018,1,Battles,"Non-state actor overtakes territory","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,2,Calamada,Subnational,"Al-Shabab fighters have taken over control of an area in Janale District in Lower Shabelle Region, southern Somalia, following a fighting. The fighting took place in Abu Hamze Al-Muhajir area, formerly known as Kabtan-las, near Jaanale. The mujahidin launched multiple attacks on government positions in the area. Casualities unknown.",0,1552576719,SOM
5316863,706,SOM24827,24827,"21 January 2018",2018,1,Battles,"Armed clash","Habar Jeclo Clan Militia (Somalia)",,4,"Habar Yoonis Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Sanaag,Ceerigaabo,,Dararweyne,9.7567,47.5277,1,"Local Source",Local,"Habar-Jeclo, Biciido and Habar Yonis, Sacad sub-clans clashed in the outskirts of Dararwayne village (c. 104 km South of Eel Afweyn). About 20 people were killed and over 30 others were wounded from both sub clans. The clash was triggered by the killing of a Habar-Yonis clansman by a suspected Habar-Jeclo armed man over unknown reasons. Somaliland Army were deployed to Dararweyne to prevent further clashes. The situation was reported to be tense and tension was spreading between the two clans throughout the area. A curfew was imposed to prevent further clashes.",20,1561469287,SOM
5316857,706,SOM24821,24821,"21 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,"Military Forces of Somalia (2017-)",,1,11,"Eastern Africa",Somalia,Banadir,Banadir,,Shibis,2.0476,45.35,1,"Local Source",Local,"21/01, 1700L, Shibis: SNA and NISA call-sign exchange fire, the exact reason for the exchange is unclear.",0,1561469287,SOM
5316862,706,SOM24826,24826,"21 January 2018",2018,1,Battles,"Armed clash","Darood-Dhulbahante Sub-Clan Militia (Somalia)",,4,"Warsangeli Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,Sanaag,"Ceel Afweyn",,"Ceel Afweyn",9.9293,47.2173,1,"Local Source",Local,"21st January, ivo El Afweyne, Sanaag: Clan clashes over pastoral land has resulted in 17 clan members KIA.",17,1561469287,SOM
5316860,706,SOM24824,24824,"21 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Marka,1.7131,44.7639,2,"Local Source",Local,"Al Shabaab fighters conducted a hit-and-run attack on an SNA checkpoint at Captain Las vicinity (c. 17 km north west of Merka district). SNA responded and al Shabaab attackers were forced to withdraw. Casualties could not be established at the time of reporting.",0,1561469287,SOM
5316864,706,SOM24828,24828,"21 January 2018",2018,1,Battles,"Armed clash","Abgal-Mohamed Muse Sub-Clan Militia (Somalia)",,4,"Abgal-Mohamed Muse Sub-Clan Militia (Somalia)",,4,44,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7809,45.4968,2,"Local Source",Local,"Two groups of clan militias from Abgal-Mohamed Muse sub clan clashed in the vicinities of Bullo Fermo neighborhood in Jowhar district (c. 12 km east of Jowhar). There was an exchange of gunfire. The clan militias clashed over farm land. At least one person was killed and two others were injured. SNA soldiers from Jowhar intervened and were able to successfully quell the dispute.",1,1561469287,SOM
5316861,706,SOM24825,24825,"21 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) National Intelligence and Security Agency",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Banadir,Banadir,,Shibis,2.0476,45.35,1,"Local Source",Local,"Armed men using AK47s, travelling in a small vehicle suspected to be al Shabaab elements, attacked a Toyota pickup vehicle carrying the NISA commander of Karan District at Nasiib Buundo vicinity in Shibis district. There was an exchange of gunfire which lasted for about 15 minutes after which the attackers were forced to withdraw. At least three NISA soldiers were injured. The motive of the attack could not be established.",0,1561469287,SOM
5316954,706,SOM24924,24924,"21 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,2,"Local Source",Other-local,"Al Shabaab fighters attack SNAF checkpoint in Kabtan Laas. Assailants repelled, no casualties.",0,1561469287,SOM
5316871,706,SOM24836,24836,"21 January 2018",2018,1,"Violence against civilians",Attack,"Habar Jeclo Clan Militia (Somalia)",,4,"Civilians (Somalia)","Habar Yoonis Clan Group (Somalia)",7,47,"Eastern Africa",Somalia,Sanaag,Ceerigaabo,,Dararweyne,9.7567,47.5277,1,"Local Source",Local,"Habar-Jeclo, Biciido and Habar Yonis, Sacad sub-clans clashed in the outskirts of Dararwayne village (c. 104 km South of Eel Afweyn). About 20 people were killed and over 30 others were wounded from both sub clans. The clash was triggered by the killing of a Habar-Yonis clansman by a suspected Habar-Jeclo armed man over unknown reasons. Somaliland Army were deployed to Dararweyne to prevent further clashes. The situation was reported to be tense and tension was spreading between the two clans throughout the area. A curfew was imposed to prevent further clashes.",1,1561469287,SOM
5316869,706,SOM24834,24834,"21 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Unidentified Clan Group (Somalia)",7,37,"Eastern Africa",Somalia,Banadir,Banadir,,"Hawl Wadaag",2.048,45.32,1,"Local Source",Local,"Armed attackers using pistols shot and killed a clan elder at Sarrifyaraha vicinity in Howlwadag district. The perpetrators, suspected to be al Shabaab elements, escaped from the scene after the incident. The motive of the assassination was not clear. No group claimed responsibility for the assault.",1,1561469287,SOM
5316870,706,SOM24835,24835,"21 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Wardhigley,2.0549,45.33,1,"Local Source",Local,"21st January, 2100L, Warta Nabada, Mogadishu: A local man has been shot and seriously wounded by unknown gunmen.",0,1561469287,SOM
5316865,706,SOM24830,24830,"21 January 2018",2018,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)",,7,37,"Eastern Africa",Somalia,Banadir,Banadir,,Hodan,2.0333,45.35,1,"Local Source",Local,"An RCIED, placed beside the road exploded when a DUGUF Toyota pickup headed to KM4 at Zone K vicinity in Hodan district. One civilian bystander who owned a small shop nearby was killed and two other civilian bystanders and two DUGUF personnel were injured. No group claimed responsibility of the attack.",1,1561469287,SOM
5316953,706,SOM24923,24923,"21 January 2018",2018,1,"Explosions/Remote violence",Grenade,"Military Forces of Somalia (2017-) Puntland Police Force",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Bari,Bossaso,,Bosaso,11.2842,49.1816,1,"Local Source",Other-local,"Al Shabaab operative hurled a hand grenade towards Puntland Police checkpoint near Traffic Police HQ. One Puntland Police killed, assailant escaped.",1,1561469287,SOM
5316866,706,SOM24831,24831,"21 January 2018",2018,1,Riots,"Mob violence","Military Forces of Somalia (2017-) Puntland Police Force",,1,"Rioters (Somalia)","Prisoners (Somalia)",5,15,"Eastern Africa",Somalia,Nugaal,Garoowe,,Garowe,8.4064,48.4819,1,"Local Source",Local,"A group of prisoners and their guards clashed at the Office of the Governor. One prisoner was shot and wounded, three others escaped and the rest were successfully captured by police. The prisoners were in the office of the Governor where traditional elders and Islamic clerks were hearing their cases when arguments and misunderstandings occurred leading into a turmoil.",0,1561469287,SOM
5316856,706,SOM24820,24820,"21 January 2018",2018,1,Battles,"Government regains territory","Military Forces of Somalia (2017-) Jubaland Security Force",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Yedi,-0.688,41.7078,1,"Local Source",Local,"A group of Jubbaland forces from Kismayo conducted a hit-and-run attack against al Shabaab fighters who were manning an al Shabaab checkpoint at Yedi village area in Badhadhe district (c. 100 km west of Kismayo town). After a brief exchange of gunfire, Jubaland forces took control of the checkpoint. Al Shabaab fighters retreated from the area. There were no reports of casualties. Later in the day, Jubbaland soldiers were observed at Kulbiyow village (c. 178 km South west of Kismayo town). It was reported that the same Jubaland force attacked Beer-hani and Kamjoron villages under Kismayo.",0,1561469287,SOM
5316858,706,SOM24822,24822,"21 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) Jubaland Security Force",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Beerhani,-0.2201,42.1959,1,"Local Source",Local,"A group of Jubbaland forces from Kismayo conducted a hit-and-run attack against al Shabaab fighters who were manning an al Shabaab checkpoint at Yedi village area in Badhadhe district (c. 100 km west of Kismayo town). After a brief exchange of gunfire, Jubaland forces took control of the checkpoint. Al Shabaab fighters retreated from the area. There were no reports of casualties. Later in the day, Jubbaland soldiers were observed at Kulbiyow village (c. 178 km South west of Kismayo town). It was reported that the same Jubaland force attacked Beer-hani and Kamjoron villages under Kismayo. Casualities in these locations are not known.",0,1561469287,SOM
5316859,706,SOM24823,24823,"21 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-) Jubaland Security Force",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,2,"Local Source",Local,"A group of Jubbaland forces from Kismayo conducted a hit-and-run attack against al Shabaab fighters who were manning an al Shabaab checkpoint at Yedi village area in Badhadhe district (c. 100 km west of Kismayo town). After a brief exchange of gunfire, Jubaland forces took control of the checkpoint. Al Shabaab fighters retreated from the area. There were no reports of casualties. Later in the day, Jubbaland soldiers were observed at Kulbiyow village (c. 178 km South west of Kismayo town). It was reported that the same Jubaland force attacked Beer-hani and Kamjoron villages under Kismayo. Casualities in these locations are not known.",0,1561469287,SOM
5316808,706,SOM24773,24773,"20 January 2018",2018,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Kenya (2013-)",,8,"Al Shabaab",,2,28,"Eastern Africa",Somalia,Gedo,"Ceel Waaq",,"El Wak",2.7352,41.0177,1,"Local Source",Other-Local,"Locals have reported the KDF of carrying out an airstrike in the vicinity of the town of Ceel Wak. A number of al Shabaab allegedly reside in the town. Causalities not known.",0,1561469287,SOM
5316855,706,SOM24819,24819,"20 January 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Oromo Ethnic Group (Somalia)",7,37,"Eastern Africa",Somalia,Bari,Bossaso,,Balade,11.2761,49.164,1,"Local Source",Local,"Two Oromo men were stabbed and beaten by an unidentified assailant at Baalade area located south west of Bossaso. Police were reported to be investigating. Fatalities not known.",0,1561469287,SOM
5316853,706,SOM24817,24817,"20 January 2018",2018,1,"Explosions/Remote violence",Grenade,"Military Forces of Somalia (2017-) Puntland Police Force",,1,"Unidentified Armed Group (Somalia)",,3,13,"Eastern Africa",Somalia,Bari,Bossaso,,Bosaso,11.2842,49.1816,1,"Local Source",Local,"Three hand grenades were hurled by two unknown perpetrators at Traffic Police headquarters near Bossaso port. One police officer was killed and another was wounded. The victims were rushed to Bossaso General Hospital. Following the incident, PSF conducted a security operation in the area.",1,1561469287,SOM
5316851,706,SOM24815,24815,"19 January 2018",2018,1,Battles,"Armed clash","Military Forces of Somalia (2017-)",,1,"Al Shabaab",,2,12,"Eastern Africa",Somalia,Banadir,Banadir,,Waaberi,2.0195,45.31,2,"Local Source",Local,"Al Shabaab shot and killed an SNA soldier while on his way to his home at Buundo Kowaad vicinity in Waberi district. SNPF arrived at the scene and conducted a security search operation but there were no reports of arrests. The perpetrators managed to escape.",1,1561469287,SOM
